round,test_acc,test_loss
1,74.74747474747475,0.5573999328272683
2,86.16938616938617,0.37802202644802274
3,90.36519036519037,0.27792867166655405
4,89.66588966588967,0.2858719705116181
5,93.08469308469309,0.19764820237954459
6,93.39549339549339,0.18919241889601662
7,93.55089355089355,0.1867792723434312
8,94.0947940947941,0.1717647026692118
9,93.7062937062937,0.17057389091877712
10,93.55089355089355,0.17884903755925952
