round,test_acc,test_loss
1,66.08,0.7494821161031723
2,65.2,0.7375348180532455
3,68.96,0.7166907787322998
4,74.12,0.6143077120184899
5,73.44,0.5917726397514343
6,76.08,0.5399867326021195
7,82.32,0.4362721487879753
8,78.24,0.5030345797538758
9,81.96,0.4184822142124176
10,78.04,0.4493748277425766
