run,seed,strategy,client_id,total,class_0,class_1,class_2,class_3,class_4
0,42,stratified_equal,0,2000,400,404,394,404,398
0,42,stratified_equal,1,2000,400,404,394,404,398
0,42,stratified_equal,2,2000,400,404,394,404,398
0,42,stratified_equal,3,2000,400,403,395,404,398
0,42,stratified_equal,4,2000,399,404,395,404,398
