round,test_acc,test_loss
1,18.24,2.209671199321747
2,41.04,1.3495811879634858
3,32.56,2.4419142246246337
4,23.48,1.747465044260025
5,19.96,1.7128306031227112
6,21.48,2.1916575968265533
7,20.96,1.7136254787445069
8,21.28,1.7167681276798248
9,40.28,1.2436585605144501
10,28.36,1.574057048559189
