round,test_acc,test_loss
1,32.16,1.6090141415596009
2,49.36,1.0893978655338288
3,47.76,0.9523226946592331
4,53.12,0.9237756758928299
5,58.0,0.959844172000885
6,54.0,1.0538304805755616
7,54.48,0.9753064990043641
8,52.68,1.0828900456428527
9,47.0,1.227962476015091
10,55.24,0.9166554391384125
