round,test_acc,test_loss
1,52.84,1.219528818130493
2,27.48,1.4013668417930603
3,42.56,1.2724875569343568
4,41.4,1.2583829700946807
5,39.56,1.5020995318889618
6,38.6,1.3591706931591034
7,44.0,1.0945907890796662
8,55.68,0.9686769604682922
9,59.04,0.9940340906381607
10,63.12,0.8600441545248032
