round,test_acc,test_loss
1,26.08,1.598491084575653
2,27.76,1.5943393528461456
3,29.0,1.5881190359592439
4,30.68,1.5781315445899964
5,32.28,1.5663172066211701
6,34.0,1.55142023563385
7,35.4,1.5370079219341277
8,35.28,1.5231138288974762
9,36.52,1.5090265989303588
10,37.6,1.4951362788677216
