round,test_acc,test_loss
1,57.16,0.9979582577943802
2,59.68,0.8658730298280716
3,62.48,0.7934186100959778
4,68.04,0.7357581436634064
5,69.08,0.6880006164312362
6,71.48,0.6602019846439362
7,71.12,0.6552917808294296
8,74.92,0.5803096920251847
9,76.24,0.5617213517427444
10,76.16,0.5645500078797341
