round,test_acc,test_loss
1,66.43356643356644,0.821308209782555
2,66.43356643356644,0.807496251094909
3,66.43356643356644,0.8469252394778388
4,66.43356643356644,0.8212976590508506
5,66.43356643356644,0.7760642085756574
6,66.43356643356644,0.7751440732252031
7,67.67676767676768,0.7731383329346067
8,67.05516705516706,0.7286554858798072
9,67.13286713286713,0.6748919841789064
10,69.77466977466977,0.6546416041396913
11,70.78477078477079,0.6472466169368654
12,72.41647241647242,0.6299467526731037
13,72.96037296037296,0.6080789523465293
14,74.28127428127428,0.5948470887683687
15,76.84537684537685,0.5843538712887537
16,77.07847707847708,0.5624460180600485
17,76.76767676767676,0.5435213475000291
18,76.37917637917639,0.5347508710055124
19,76.84537684537685,0.5272289762894312
20,78.3993783993784,0.5125265313046319
21,80.96348096348096,0.5014603365035284
22,82.43978243978243,0.491526118346623
23,81.74048174048174,0.47281732516629355
24,81.19658119658119,0.45892726523535593
25,81.19658119658119,0.44636982750324977
26,82.90598290598291,0.43174617489178974
27,84.30458430458431,0.4204632945003964
28,85.08158508158508,0.41179904838403064
29,85.08158508158508,0.3996826204515639
30,85.15928515928516,0.3913606603940328
31,85.78088578088578,0.3812056552796137
32,86.01398601398601,0.3691818494172323
33,86.86868686868686,0.3593867357288088
34,87.33488733488734,0.3506539151782081
35,87.72338772338772,0.3410887853020713
36,87.95648795648796,0.33377778388205026
37,87.72338772338772,0.3267412476596378
38,88.34498834498835,0.3195285052061081
39,88.73348873348873,0.3119098884718759
40,89.04428904428904,0.3042097141345342
41,89.1996891996892,0.29826902633621577
42,89.5104895104895,0.29299673438072205
43,89.5104895104895,0.2867629173256102
44,89.43278943278943,0.28106414278348285
45,89.97668997668998,0.2770367044778097
46,90.05439005439005,0.2711134801308314
47,89.82128982128982,0.2653393262908572
48,89.97668997668998,0.2621035302678744
49,89.97668997668998,0.25979637390091304
50,89.82128982128982,0.2596659922883624
51,89.8989898989899,0.2570178239118485
52,89.82128982128982,0.25415096680323285
53,89.97668997668998,0.25218905402081354
54,89.97668997668998,0.25261575338386355
55,89.97668997668998,0.2534136637335732
56,90.44289044289044,0.24734495118969962
57,90.67599067599068,0.24519751965999603
58,90.9090909090909,0.2429494573956444
59,90.44289044289044,0.24364794968139558
60,90.05439005439005,0.24612103544530414
61,90.52059052059052,0.242623837576026
62,90.5982905982906,0.23977268912962504
63,90.75369075369075,0.23989048245407285
64,90.05439005439005,0.25009305704207646
65,90.28749028749029,0.2443967411915461
66,90.9090909090909,0.23602037876844406
67,90.5982905982906,0.2372269986995629
68,90.83139083139083,0.235317815272581
69,89.97668997668998,0.250322883327802
70,90.13209013209013,0.24574600302037738
71,91.14219114219114,0.2318927404426393
72,91.21989121989122,0.23555310549480574
73,91.14219114219114,0.23133213073015213
74,90.83139083139083,0.2397181831655048
75,90.28749028749029,0.24467595311857404
76,91.21989121989122,0.2332314277688662
77,91.37529137529137,0.23276857464086442
78,91.45299145299145,0.23404045757793246
79,91.60839160839161,0.2339790016412735
80,90.36519036519037,0.24632939306043444
81,90.52059052059052,0.244622568999018
82,91.53069153069153,0.23325129882210777
83,91.45299145299145,0.23516168764659337
84,91.60839160839161,0.23408009927897228
85,90.9090909090909,0.23974817068803878
86,90.9090909090909,0.24151639817726045
87,91.53069153069153,0.23557337621847788
88,91.2975912975913,0.23656681534789858
89,91.37529137529137,0.2378589567683992
90,91.14219114219114,0.24132850695224034
91,90.9090909090909,0.24464966072922661
92,91.06449106449107,0.2426257332166036
93,91.2975912975913,0.24098852028449377
94,91.14219114219114,0.24174911244994118
95,91.14219114219114,0.24196050138700576
96,90.44289044289044,0.24994532657521112
97,90.986790986791,0.2451825106427783
98,91.21989121989122,0.2417797829423632
99,91.37529137529137,0.24215746635482424
100,91.2975912975913,0.24197310918853396
101,91.21989121989122,0.2446118603859629
102,90.9090909090909,0.24905337144931158
103,91.37529137529137,0.24594653149445853
104,91.21989121989122,0.24466534633012044
105,91.37529137529137,0.2452648299790564
106,91.2975912975913,0.24655129937898546
107,90.67599067599068,0.25322727646146503
108,90.9090909090909,0.2524587746177401
109,91.60839160839161,0.24857222750073388
110,91.68609168609169,0.2576267557839553
111,91.2975912975913,0.25128123909235
112,90.986790986791,0.25753380003429593
113,90.36519036519037,0.2655880731486139
114,90.986790986791,0.2562099869052569
115,91.37529137529137,0.2538069098123482
116,91.76379176379176,0.2644886752324445
117,91.53069153069153,0.25406878618966966
118,90.44289044289044,0.26352293363639284
119,90.36519036519037,0.2738152440814745
120,91.14219114219114,0.2606189932141985
121,91.60839160839161,0.2592459578244459
122,91.60839160839161,0.2621336966043427
123,91.84149184149184,0.26059258001900854
124,91.68609168609169,0.25853599536986577
125,91.45299145299145,0.2575927621551922
126,91.21989121989122,0.25745827633710133
127,91.45299145299145,0.25725601826395306
128,91.76379176379176,0.2595633074996017
129,91.60839160839161,0.26127167808867635
130,91.60839160839161,0.26167898004253703
131,91.2975912975913,0.26285472086497713
132,90.986790986791,0.27021591684647966
133,90.75369075369075,0.274183822174867
134,91.14219114219114,0.2710003572560492
135,91.37529137529137,0.2693990905370031
136,91.60839160839161,0.270340792657364
137,91.68609168609169,0.268185769873006
138,91.2975912975913,0.2669794037938118
139,90.986790986791,0.26974217416275115
140,90.9090909090909,0.27053474315575193
141,91.21989121989122,0.26606041476840064
142,91.53069153069153,0.2653471332575594
143,91.37529137529137,0.26875615066715647
144,91.53069153069153,0.2710229949582191
145,91.60839160839161,0.2672692051246053
146,91.06449106449107,0.27064183283419835
147,90.5982905982906,0.2762316273791449
148,91.06449106449107,0.27108781536420185
149,91.45299145299145,0.2683989249524616
150,91.91919191919192,0.27032776673634845
151,91.76379176379176,0.2726870651046435
152,91.76379176379176,0.2722018013397853
153,91.06449106449107,0.27593991266829626
154,90.75369075369075,0.28373604729062035
155,90.986790986791,0.2811042045553525
156,91.2975912975913,0.27918344345830737
