round,test_acc,test_loss
1,20.16,6.608055996894836
2,31.64,2.401938444375992
3,41.16,1.7491969466209412
4,38.52,1.6483250558376312
5,33.48,2.128435570001602
6,34.64,1.5874451577663422
7,26.76,4.040479230880737
8,30.0,2.5237473249435425
9,34.48,2.635830557346344
10,41.0,1.3257718980312347
