round,test_acc,test_loss
1,58.76,0.9401312500238419
2,60.88,0.8391053855419159
3,61.0,0.8061920076608657
4,67.44,0.7294789224863052
5,68.92,0.7118614077568054
6,71.68,0.6566361010074615
7,75.04,0.6136985778808594
8,75.08,0.5857840374112129
9,77.76,0.5611973747611045
10,74.72,0.5696028873324395
