round,test_acc,test_loss
1,31.95729537366548,1.3796835704283281
2,42.06405693950178,1.3542890331961892
3,45.62277580071174,1.326275879686529
4,46.33451957295374,1.2968514940955422
5,47.25978647686833,1.2606756036931819
6,60.569395017793596,1.2233120853250676
7,61.779359430604984,1.184473368254575
8,65.19572953736655,1.1345018202608281
9,65.83629893238434,1.0910701155662537
10,63.70106761565836,1.0543206686323339
11,63.06049822064057,1.0078863257711583
12,65.12455516014235,0.9600105312737551
13,66.12099644128114,0.9259035208008506
14,65.90747330960853,0.8930624696341428
15,65.62277580071175,0.8815570446577939
16,68.25622775800711,0.8501068651676178
17,69.32384341637011,0.8284491706978191
18,68.75444839857651,0.8091244535012678
19,67.33096085409252,0.8190634521571073
20,69.60854092526691,0.7838311141187494
21,70.0355871886121,0.7778135917403481
22,68.75444839857651,0.7941907915202054
23,71.03202846975088,0.7543171806768938
24,70.6049822064057,0.7423738945614208
25,70.2491103202847,0.7501541186462749
26,69.7508896797153,0.7244810624556108
27,71.60142348754448,0.7252710434523496
28,71.1032028469751,0.7029456442052667
29,73.16725978647686,0.7054161808707498
30,72.66903914590748,0.6829289929433302
31,73.59430604982207,0.6676720841364427
32,74.66192170818505,0.6619732271541249
33,75.16014234875445,0.63966911082918
34,75.44483985765125,0.6377808316187425
35,76.08540925266904,0.6307099895043806
36,76.44128113879003,0.6099880703470923
37,76.72597864768683,0.6069366850636222
38,75.72953736654804,0.6391248147596013
39,76.29893238434164,0.6132186285474084
40,77.79359430604983,0.58974159441211
41,79.07473309608541,0.5800607217983766
42,79.07473309608541,0.576706126332283
43,78.07829181494662,0.592056546698917
44,78.00711743772241,0.5831795890222896
45,77.58007117437722,0.6027889102697372
46,78.29181494661921,0.5937606583942067
47,78.00711743772241,0.5972663191231814
48,78.50533807829181,0.5808921320871874
49,79.00355871886121,0.5768152204426852
50,79.9288256227758,0.5728498778559945
51,78.86120996441281,0.5820516903292049
52,77.29537366548043,0.6258098930120468
53,77.15302491103203,0.6242187226360495
54,75.65836298932385,0.6507529819553549
55,77.65124555160142,0.6167480119250037
56,79.85765124555161,0.5840971226041968
57,79.7864768683274,0.5816145241260529
58,78.71886120996442,0.5971881340850483
59,78.50533807829181,0.6051495617086237
60,79.644128113879,0.5828324095769362
61,77.86476868327402,0.6128140823407606
62,75.23131672597864,0.6848822412165728
63,80.14234875444839,0.5721416825597937
64,77.65124555160142,0.6238351477818056
65,80.0,0.6001661623066122
66,78.64768683274022,0.6045303547924216
67,80.0,0.5698876692490145
68,79.9288256227758,0.5781748064539649
69,79.4306049822064,0.602538215843114
70,79.85765124555161,0.5998275239359249
71,79.85765124555161,0.5879934728145599
72,80.92526690391459,0.5727858800779689
73,80.92526690391459,0.5752874206412922
74,80.92526690391459,0.5811801823702726
75,80.5693950177936,0.5876406918872487
76,81.42348754448399,0.5977069694887508
77,81.56583629893238,0.5938481498848308
78,80.7829181494662,0.581503305922855
79,80.42704626334519,0.5919122140515934
80,80.4982206405694,0.6089110428636725
81,80.2846975088968,0.6057682795958086
82,80.2135231316726,0.5953500717878342
83,81.20996441281139,0.5901195975867185
84,81.56583629893238,0.5973770767450333
85,80.2846975088968,0.6147550263188102
86,80.2846975088968,0.6161052950403907
87,81.28113879003558,0.6083397472446616
88,81.92170818505338,0.5977216958999634
89,80.5693950177936,0.6063374484127219
90,81.35231316725978,0.6033988378264687
91,81.63701067615658,0.6161768219687722
92,80.8540925266904,0.6274484626271508
93,80.4982206405694,0.6431156505237926
94,81.92170818505338,0.6191793761470101
95,81.92170818505338,0.6132325502959165
96,81.56583629893238,0.6143940429795872
97,80.8540925266904,0.6430976864966479
98,81.067615658363,0.6468368484215303
99,81.28113879003558,0.6494714929298921
100,81.63701067615658,0.6462716541507028
101,80.99644128113879,0.6503569971431385
102,81.92170818505338,0.631659681146795
103,82.27758007117438,0.6349454914981668
104,81.70818505338079,0.6392700997265902
105,80.71174377224199,0.6557902490550821
106,81.28113879003558,0.6493080881508914
107,81.63701067615658,0.6587329669432207
108,80.8540925266904,0.6645606661384756
109,81.067615658363,0.6704865057360042
110,81.63701067615658,0.6595417694611982
111,81.92170818505338,0.6569701514460824
112,81.28113879003558,0.6528134075078097
113,80.7829181494662,0.6742355200377378
114,81.20996441281139,0.6778881373730573
115,80.7829181494662,0.7017518823797052
116,80.8540925266904,0.7011881497773257
117,80.99644128113879,0.7116235115311362
118,80.99644128113879,0.6741563366218046
119,81.70818505338079,0.6609672091223977
120,81.99288256227759,0.6610428000038321
121,81.70818505338079,0.6743366555734114
122,81.28113879003558,0.694527112624862
123,81.067615658363,0.7076465501026674
124,81.56583629893238,0.7022100226445631
125,81.35231316725978,0.6930263150822032
126,81.20996441281139,0.690150720151988
127,82.06405693950178,0.679784738204696
128,81.77935943060498,0.6887162083929236
129,81.70818505338079,0.6948000030084089
130,80.8540925266904,0.7155548713423989
131,80.42704626334519,0.7301978509534489
132,81.067615658363,0.722729044881734
133,81.70818505338079,0.7046858898618005
134,81.70818505338079,0.6968610666014932
135,81.42348754448399,0.6945719163526188
136,80.99644128113879,0.7060133083300157
137,81.067615658363,0.7168983925472606
138,81.77935943060498,0.7328729399225928
139,81.35231316725978,0.7466565397652712
140,81.42348754448399,0.7458222996104847
141,81.28113879003558,0.7404831674965945
142,81.13879003558719,0.7293996120041067
143,81.42348754448399,0.7216084369204261
144,81.63701067615658,0.7204187200828032
145,81.42348754448399,0.7256287634372711
146,81.35231316725978,0.7313926666975021
147,81.13879003558719,0.7439862002025951
148,80.99644128113879,0.7502344806085933
149,81.067615658363,0.7519436031579971
150,81.49466192170819,0.7424671026793394
151,81.56583629893238,0.7382681925188411
152,81.63701067615658,0.7319272756576538
153,81.35231316725978,0.73964139548215
154,80.92526690391459,0.7502558502283964
155,81.20996441281139,0.7484632893042131
156,81.20996441281139,0.7562047161839225
157,81.20996441281139,0.7605403431437232
158,81.35231316725978,0.7641886594620618
159,80.92526690391459,0.7764894732020118
160,81.28113879003558,0.7587224759838798
161,81.63701067615658,0.7550558271733198
162,81.42348754448399,0.7545304569331083
163,81.067615658363,0.7564642456444827
164,80.99644128113879,0.7739790664477781
165,81.35231316725978,0.7625437405976382
166,81.56583629893238,0.7578319744630293
167,81.35231316725978,0.7643175802447579
168,81.49466192170819,0.763574253429066
169,81.20996441281139,0.7767051024870439
170,81.13879003558719,0.7844979749484495
171,81.35231316725978,0.7805402062155984
172,81.49466192170819,0.7819889824498784
173,81.42348754448399,0.784663973884149
174,81.13879003558719,0.7868280803615396
175,81.28113879003558,0.7809326499700546
176,81.28113879003558,0.7763033197684721
177,81.35231316725978,0.774493011561307
178,81.42348754448399,0.7770270204002206
179,81.56583629893238,0.7786036377603357
180,81.63701067615658,0.7826183831149881
