round,test_acc,test_loss
1,59.48,0.9436790466308593
2,58.56,0.8745092481374741
3,61.32,0.8151075810194015
4,65.48,0.7603925585746765
5,69.04,0.7199361801147461
6,70.72,0.6836406379938126
7,69.76,0.7026935875415802
8,70.44,0.6904525578022003
9,74.92,0.6268628388643265
10,73.8,0.611819502711296
